inchikey,smiles,value,tier,scaffold
DPBLXKKOBLCELK-UHFFFAOYSA-N,CCCCCN,140.0877,tier1,EMPTY_SCAFFOLD
KJRCEJOSASVSRA-UHFFFAOYSA-N,CC(C)S,98.0316,tier1,EMPTY_SCAFFOLD
NNPPMTNAJDCUHE-UHFFFAOYSA-N,CC(C)C,98.6358,tier1,EMPTY_SCAFFOLD
ZNQVEEAIQZEUHB-UHFFFAOYSA-N,CCOCCO,120.9433,tier1,EMPTY_SCAFFOLD
LOCHFZBWPCLPAN-UHFFFAOYSA-N,CCC(C)S,122.1052,tier1,EMPTY_SCAFFOLD
NAMYKGVDVNBCFQ-UHFFFAOYSA-N,CC(C)Br,91.3321,tier1,EMPTY_SCAFFOLD
YTPLMLYBLZKORZ-UHFFFAOYSA-N,c1ccsc1,72.9342,tier1,c1ccsc1
AMIMRNSIRUDHCM-UHFFFAOYSA-N,CC(C)C=O,98.7221,tier1,EMPTY_SCAFFOLD
AQIXEPGDORPWBJ-UHFFFAOYSA-N,CCC(O)CC,135.6963,tier1,EMPTY_SCAFFOLD
BKOOMYPCSUNDGP-UHFFFAOYSA-N,CC=C(C)C,108.9707,tier1,EMPTY_SCAFFOLD
LRDFRRGEGBBSRN-UHFFFAOYSA-N,CC(C)C#N,98.6164,tier1,EMPTY_SCAFFOLD
NMJJFJNHVMGPGM-UHFFFAOYSA-N,CCCCOC=O,132.9021,tier1,EMPTY_SCAFFOLD
YNAVUWVOSKDBBP-UHFFFAOYSA-N,C1COCCN1,116.7217,tier1,C1COCCN1
BSKHPKMHTQYZBB-UHFFFAOYSA-N,Cc1ccccn1,102.4634,tier1,c1ccncc1
HPXRVTGHNJAIIH-UHFFFAOYSA-N,OC1CCCCC1,132.3709,tier1,C1CCCCC1
NIXOWILDQLNWCW-UHFFFAOYSA-N,C=CC(=O)O,78.6357,tier1,EMPTY_SCAFFOLD
PAFZNILMFXTMIY-UHFFFAOYSA-N,NC1CCCCC1,133.2313,tier1,C1CCCCC1
STNJBCKSHOAVAJ-UHFFFAOYSA-N,C=C(C)C=O,79.6051,tier1,EMPTY_SCAFFOLD
XPFVYQJUAUNWIW-UHFFFAOYSA-N,OCc1ccco1,119.3215,tier1,c1ccoc1
AFBPFSWMIHJQDM-UHFFFAOYSA-N,CNc1ccccc1,105.1514,tier1,c1ccccc1
